*font-awesome.txt*  Nerd Font Cheatsheets - Font Awesome

===============================================================================
																*font-awesome*
Nerd Font - Font Awesome ~

| Decimal | Unicode | Glyph |
| 62097   | \uf291  |      | *nerdfont-62097* *nerdfont-uf291* *nerdfont-*
| 62098   | \uf292  |      | *nerdfont-62098* *nerdfont-uf292* *nerdfont-*
| 62099   | \uf293  |      | *nerdfont-62099* *nerdfont-uf293* *nerdfont-*
| 62100   | \uf294  |      | *nerdfont-62100* *nerdfont-uf294* *nerdfont-*
| 62101   | \uf295  |      | *nerdfont-62101* *nerdfont-uf295* *nerdfont-*
| 62102   | \uf296  |      | *nerdfont-62102* *nerdfont-uf296* *nerdfont-*
| 62103   | \uf297  |      | *nerdfont-62103* *nerdfont-uf297* *nerdfont-*
| 62104   | \uf298  |      | *nerdfont-62104* *nerdfont-uf298* *nerdfont-*
| 62105   | \uf299  |      | *nerdfont-62105* *nerdfont-uf299* *nerdfont-*
| 62106   | \uf29a  |      | *nerdfont-62106* *nerdfont-uf29a* *nerdfont-*
| 62107   | \uf29b  |      | *nerdfont-62107* *nerdfont-uf29b* *nerdfont-*
| 62108   | \uf29c  |      | *nerdfont-62108* *nerdfont-uf29c* *nerdfont-*
| 62109   | \uf29d  |      | *nerdfont-62109* *nerdfont-uf29d* *nerdfont-*
| 62110   | \uf29e  |      | *nerdfont-62110* *nerdfont-uf29e* *nerdfont-*
| 62112   | \uf2a0  |      | *nerdfont-62112* *nerdfont-uf2a0* *nerdfont-*
| 62113   | \uf2a1  |      | *nerdfont-62113* *nerdfont-uf2a1* *nerdfont-*
| 62114   | \uf2a2  |      | *nerdfont-62114* *nerdfont-uf2a2* *nerdfont-*
| 62115   | \uf2a3  |      | *nerdfont-62115* *nerdfont-uf2a3* *nerdfont-*
| 62116   | \uf2a4  |      | *nerdfont-62116* *nerdfont-uf2a4* *nerdfont-*
| 62117   | \uf2a5  |      | *nerdfont-62117* *nerdfont-uf2a5* *nerdfont-*
| 62118   | \uf2a6  |      | *nerdfont-62118* *nerdfont-uf2a6* *nerdfont-*
| 62119   | \uf2a7  |      | *nerdfont-62119* *nerdfont-uf2a7* *nerdfont-*
| 62120   | \uf2a8  |      | *nerdfont-62120* *nerdfont-uf2a8* *nerdfont-*
| 62121   | \uf2a9  |      | *nerdfont-62121* *nerdfont-uf2a9* *nerdfont-*
| 62122   | \uf2aa  |      | *nerdfont-62122* *nerdfont-uf2aa* *nerdfont-*
| 62123   | \uf2ab  |      | *nerdfont-62123* *nerdfont-uf2ab* *nerdfont-*
| 62124   | \uf2ac  |      | *nerdfont-62124* *nerdfont-uf2ac* *nerdfont-*
| 62125   | \uf2ad  |      | *nerdfont-62125* *nerdfont-uf2ad* *nerdfont-*
| 62126   | \uf2ae  |      | *nerdfont-62126* *nerdfont-uf2ae* *nerdfont-*
| 62128   | \uf2b0  |      | *nerdfont-62128* *nerdfont-uf2b0* *nerdfont-*
| 62129   | \uf2b1  |      | *nerdfont-62129* *nerdfont-uf2b1* *nerdfont-*
| 62130   | \uf2b2  |      | *nerdfont-62130* *nerdfont-uf2b2* *nerdfont-*
| 62131   | \uf2b3  |      | *nerdfont-62131* *nerdfont-uf2b3* *nerdfont-*
| 62132   | \uf2b4  |      | *nerdfont-62132* *nerdfont-uf2b4* *nerdfont-*
| 62133   | \uf2b5  |      | *nerdfont-62133* *nerdfont-uf2b5* *nerdfont-*
| 62134   | \uf2b6  |      | *nerdfont-62134* *nerdfont-uf2b6* *nerdfont-*
| 62135   | \uf2b7  |      | *nerdfont-62135* *nerdfont-uf2b7* *nerdfont-*
| 62136   | \uf2b8  |      | *nerdfont-62136* *nerdfont-uf2b8* *nerdfont-*
| 62137   | \uf2b9  |      | *nerdfont-62137* *nerdfont-uf2b9* *nerdfont-*
| 62138   | \uf2ba  |      | *nerdfont-62138* *nerdfont-uf2ba* *nerdfont-*
| 62139   | \uf2bb  |      | *nerdfont-62139* *nerdfont-uf2bb* *nerdfont-*
| 62140   | \uf2bc  |      | *nerdfont-62140* *nerdfont-uf2bc* *nerdfont-*
| 62141   | \uf2bd  |      | *nerdfont-62141* *nerdfont-uf2bd* *nerdfont-*
| 62142   | \uf2be  |      | *nerdfont-62142* *nerdfont-uf2be* *nerdfont-*
| 62144   | \uf2c0  |      | *nerdfont-62144* *nerdfont-uf2c0* *nerdfont-*
| 62145   | \uf2c1  |      | *nerdfont-62145* *nerdfont-uf2c1* *nerdfont-*
| 62146   | \uf2c2  |      | *nerdfont-62146* *nerdfont-uf2c2* *nerdfont-*
| 62147   | \uf2c3  |      | *nerdfont-62147* *nerdfont-uf2c3* *nerdfont-*
| 62148   | \uf2c4  |      | *nerdfont-62148* *nerdfont-uf2c4* *nerdfont-*
| 62149   | \uf2c5  |      | *nerdfont-62149* *nerdfont-uf2c5* *nerdfont-*
| 62150   | \uf2c6  |      | *nerdfont-62150* *nerdfont-uf2c6* *nerdfont-*
| 62151   | \uf2c7  |      | *nerdfont-62151* *nerdfont-uf2c7* *nerdfont-*
| 62152   | \uf2c8  |      | *nerdfont-62152* *nerdfont-uf2c8* *nerdfont-*
| 62153   | \uf2c9  |      | *nerdfont-62153* *nerdfont-uf2c9* *nerdfont-*
| 62154   | \uf2ca  |      | *nerdfont-62154* *nerdfont-uf2ca* *nerdfont-*
| 62155   | \uf2cb  |      | *nerdfont-62155* *nerdfont-uf2cb* *nerdfont-*
| 62156   | \uf2cc  |      | *nerdfont-62156* *nerdfont-uf2cc* *nerdfont-*
| 62157   | \uf2cd  |      | *nerdfont-62157* *nerdfont-uf2cd* *nerdfont-*
| 62158   | \uf2ce  |      | *nerdfont-62158* *nerdfont-uf2ce* *nerdfont-*
| 62160   | \uf2d0  |      | *nerdfont-62160* *nerdfont-uf2d0* *nerdfont-*
| 62161   | \uf2d1  |      | *nerdfont-62161* *nerdfont-uf2d1* *nerdfont-*
| 62162   | \uf2d2  |      | *nerdfont-62162* *nerdfont-uf2d2* *nerdfont-*
| 62163   | \uf2d3  |      | *nerdfont-62163* *nerdfont-uf2d3* *nerdfont-*
| 62164   | \uf2d4  |      | *nerdfont-62164* *nerdfont-uf2d4* *nerdfont-*
| 62165   | \uf2d5  |      | *nerdfont-62165* *nerdfont-uf2d5* *nerdfont-*
| 62166   | \uf2d6  |      | *nerdfont-62166* *nerdfont-uf2d6* *nerdfont-*
| 62167   | \uf2d7  |      | *nerdfont-62167* *nerdfont-uf2d7* *nerdfont-*
| 62168   | \uf2d8  |      | *nerdfont-62168* *nerdfont-uf2d8* *nerdfont-*
| 62169   | \uf2d9  |      | *nerdfont-62169* *nerdfont-uf2d9* *nerdfont-*
| 62170   | \uf2da  |      | *nerdfont-62170* *nerdfont-uf2da* *nerdfont-*
| 62171   | \uf2db  |      | *nerdfont-62171* *nerdfont-uf2db* *nerdfont-*
| 62172   | \uf2dc  |      | *nerdfont-62172* *nerdfont-uf2dc* *nerdfont-*
| 62173   | \uf2dd  |      | *nerdfont-62173* *nerdfont-uf2dd* *nerdfont-*
| 62174   | \uf2de  |      | *nerdfont-62174* *nerdfont-uf2de* *nerdfont-*
| 62176   | \uf2e0  |      | *nerdfont-62176* *nerdfont-uf2e0* *nerdfont-*

vim: ft=help
