*iec-power-symbols.txt*  Nerd Font Cheatsheets - IEC Power Symbols

===============================================================================
														   *iec-power-symbols*
Nerd Font - IEC Power Symbols ~

| Decimal | Unicode | Glyph |
| 09801   | \u2649  |      ♉| *nerdfont-09801* *nerdfont-u2649* *nerdfont-♉*
| 09802   | \u264a  |      ♊| *nerdfont-09802* *nerdfont-u264a* *nerdfont-♊*
| 09803   | \u264b  |      ♋| *nerdfont-09803* *nerdfont-u264b* *nerdfont-♋*
| 09804   | \u264c  |      ♌| *nerdfont-09804* *nerdfont-u264c* *nerdfont-♌*
| 09805   | \u264d  |      ♍| *nerdfont-09805* *nerdfont-u264d* *nerdfont-♍*
| 09806   | \u264e  |      ♎| *nerdfont-09806* *nerdfont-u264e* *nerdfont-♎*
| 09807   | \u264f  |      ♏| *nerdfont-09807* *nerdfont-u264f* *nerdfont-♏*
| 09808   | \u2650  |      ♐| *nerdfont-09808* *nerdfont-u2650* *nerdfont-♐*
| 09809   | \u2651  |      ♑| *nerdfont-09809* *nerdfont-u2651* *nerdfont-♑*
| 09810   | \u2652  |      ♒| *nerdfont-09810* *nerdfont-u2652* *nerdfont-♒*
| 09811   | \u2653  |      ♓| *nerdfont-09811* *nerdfont-u2653* *nerdfont-♓*
| 09812   | \u2654  | ♔     | *nerdfont-09812* *nerdfont-u2654* *nerdfont-♔*
| 09813   | \u2655  | ♕     | *nerdfont-09813* *nerdfont-u2655* *nerdfont-♕*
| 09814   | \u2656  | ♖     | *nerdfont-09814* *nerdfont-u2656* *nerdfont-♖*
| 09815   | \u2657  | ♗     | *nerdfont-09815* *nerdfont-u2657* *nerdfont-♗*
| 09816   | \u2658  | ♘     | *nerdfont-09816* *nerdfont-u2658* *nerdfont-♘*
| 09817   | \u2659  | ♙     | *nerdfont-09817* *nerdfont-u2659* *nerdfont-♙*
| 09818   | \u265a  | ♚     | *nerdfont-09818* *nerdfont-u265a* *nerdfont-♚*
| 09819   | \u265b  | ♛     | *nerdfont-09819* *nerdfont-u265b* *nerdfont-♛*
| 09820   | \u265c  | ♜     | *nerdfont-09820* *nerdfont-u265c* *nerdfont-♜*
| 09821   | \u265d  | ♝     | *nerdfont-09821* *nerdfont-u265d* *nerdfont-♝*
| 09822   | \u265e  | ♞     | *nerdfont-09822* *nerdfont-u265e* *nerdfont-♞*
| 09823   | \u265f  | ♟     | *nerdfont-09823* *nerdfont-u265f* *nerdfont-♟*
| 09824   | \u2660  | ♠     | *nerdfont-09824* *nerdfont-u2660* *nerdfont-♠*
| 09825   | \u2661  | ♡     | *nerdfont-09825* *nerdfont-u2661* *nerdfont-♡*
| 09826   | \u2662  | ♢     | *nerdfont-09826* *nerdfont-u2662* *nerdfont-♢*
| 09827   | \u2663  | ♣     | *nerdfont-09827* *nerdfont-u2663* *nerdfont-♣*
| 09828   | \u2664  | ♤     | *nerdfont-09828* *nerdfont-u2664* *nerdfont-♤*
| 09829   | \u2665  | ♥     | *nerdfont-09829* *nerdfont-u2665* *nerdfont-♥*
| 09830   | \u2666  | ♦     | *nerdfont-09830* *nerdfont-u2666* *nerdfont-♦*
| 09831   | \u2667  | ♧     | *nerdfont-09831* *nerdfont-u2667* *nerdfont-♧*
| 09832   | \u2668  | ♨     | *nerdfont-09832* *nerdfont-u2668* *nerdfont-♨*
| 09833   | \u2669  | ♩     | *nerdfont-09833* *nerdfont-u2669* *nerdfont-♩*
| 09834   | \u266a  | ♪     | *nerdfont-09834* *nerdfont-u266a* *nerdfont-♪*
| 09835   | \u266b  | ♫     | *nerdfont-09835* *nerdfont-u266b* *nerdfont-♫*
| 09836   | \u266c  | ♬     | *nerdfont-09836* *nerdfont-u266c* *nerdfont-♬*
| 09837   | \u266d  | ♭     | *nerdfont-09837* *nerdfont-u266d* *nerdfont-♭*
| 09838   | \u266e  | ♮     | *nerdfont-09838* *nerdfont-u266e* *nerdfont-♮*
| 09839   | \u266f  | ♯     | *nerdfont-09839* *nerdfont-u266f* *nerdfont-♯*
| 09840   | \u2670  | ♰     | *nerdfont-09840* *nerdfont-u2670* *nerdfont-♰*
| 09841   | \u2671  | ♱     | *nerdfont-09841* *nerdfont-u2671* *nerdfont-♱*
| 09842   | \u2672  | ♲     | *nerdfont-09842* *nerdfont-u2672* *nerdfont-♲*
| 09843   | \u2673  | ♳     | *nerdfont-09843* *nerdfont-u2673* *nerdfont-♳*
| 09844   | \u2674  | ♴     | *nerdfont-09844* *nerdfont-u2674* *nerdfont-♴*
| 09845   | \u2675  | ♵     | *nerdfont-09845* *nerdfont-u2675* *nerdfont-♵*
| 09846   | \u2676  | ♶     | *nerdfont-09846* *nerdfont-u2676* *nerdfont-♶*
| 09847   | \u2677  | ♷     | *nerdfont-09847* *nerdfont-u2677* *nerdfont-♷*
| 09848   | \u2678  | ♸     | *nerdfont-09848* *nerdfont-u2678* *nerdfont-♸*
| 09849   | \u2679  | ♹     | *nerdfont-09849* *nerdfont-u2679* *nerdfont-♹*
| 09850   | \u267a  | ♺     | *nerdfont-09850* *nerdfont-u267a* *nerdfont-♺*
| 09851   | \u267b  | ♻     | *nerdfont-09851* *nerdfont-u267b* *nerdfont-♻*
| 09852   | \u267c  | ♼     | *nerdfont-09852* *nerdfont-u267c* *nerdfont-♼*
| 09853   | \u267d  | ♽     | *nerdfont-09853* *nerdfont-u267d* *nerdfont-♽*
| 09854   | \u267e  | ♾     | *nerdfont-09854* *nerdfont-u267e* *nerdfont-♾*
| 09855   | \u267f  |      ♿| *nerdfont-09855* *nerdfont-u267f* *nerdfont-♿*
| 09856   | \u2680  | ⚀     | *nerdfont-09856* *nerdfont-u2680* *nerdfont-⚀*
| 09857   | \u2681  | ⚁     | *nerdfont-09857* *nerdfont-u2681* *nerdfont-⚁*
| 09858   | \u2682  | ⚂     | *nerdfont-09858* *nerdfont-u2682* *nerdfont-⚂*
| 09859   | \u2683  | ⚃     | *nerdfont-09859* *nerdfont-u2683* *nerdfont-⚃*
| 09860   | \u2684  | ⚄     | *nerdfont-09860* *nerdfont-u2684* *nerdfont-⚄*
| 09861   | \u2685  | ⚅     | *nerdfont-09861* *nerdfont-u2685* *nerdfont-⚅*
| 09862   | \u2686  | ⚆     | *nerdfont-09862* *nerdfont-u2686* *nerdfont-⚆*
| 09863   | \u2687  | ⚇     | *nerdfont-09863* *nerdfont-u2687* *nerdfont-⚇*
| 09864   | \u2688  | ⚈     | *nerdfont-09864* *nerdfont-u2688* *nerdfont-⚈*
| 09865   | \u2689  | ⚉     | *nerdfont-09865* *nerdfont-u2689* *nerdfont-⚉*
| 09866   | \u268a  | ⚊     | *nerdfont-09866* *nerdfont-u268a* *nerdfont-⚊*
| 09867   | \u268b  | ⚋     | *nerdfont-09867* *nerdfont-u268b* *nerdfont-⚋*
| 09868   | \u268c  | ⚌     | *nerdfont-09868* *nerdfont-u268c* *nerdfont-⚌*
| 09869   | \u268d  | ⚍     | *nerdfont-09869* *nerdfont-u268d* *nerdfont-⚍*
| 09870   | \u268e  | ⚎     | *nerdfont-09870* *nerdfont-u268e* *nerdfont-⚎*
| 09871   | \u268f  | ⚏     | *nerdfont-09871* *nerdfont-u268f* *nerdfont-⚏*
| 09872   | \u2690  | ⚐     | *nerdfont-09872* *nerdfont-u2690* *nerdfont-⚐*
| 09873   | \u2691  | ⚑     | *nerdfont-09873* *nerdfont-u2691* *nerdfont-⚑*
| 09874   | \u2692  | ⚒     | *nerdfont-09874* *nerdfont-u2692* *nerdfont-⚒*
| 09875   | \u2693  |      ⚓| *nerdfont-09875* *nerdfont-u2693* *nerdfont-⚓*
| 09876   | \u2694  | ⚔     | *nerdfont-09876* *nerdfont-u2694* *nerdfont-⚔*
| 09877   | \u2695  | ⚕     | *nerdfont-09877* *nerdfont-u2695* *nerdfont-⚕*
| 09878   | \u2696  | ⚖     | *nerdfont-09878* *nerdfont-u2696* *nerdfont-⚖*
| 09879   | \u2697  | ⚗     | *nerdfont-09879* *nerdfont-u2697* *nerdfont-⚗*
| 09880   | \u2698  | ⚘     | *nerdfont-09880* *nerdfont-u2698* *nerdfont-⚘*
| 09881   | \u2699  | ⚙     | *nerdfont-09881* *nerdfont-u2699* *nerdfont-⚙*
| 09882   | \u269a  | ⚚     | *nerdfont-09882* *nerdfont-u269a* *nerdfont-⚚*
| 09883   | \u269b  | ⚛     | *nerdfont-09883* *nerdfont-u269b* *nerdfont-⚛*
| 09884   | \u269c  | ⚜     | *nerdfont-09884* *nerdfont-u269c* *nerdfont-⚜*
| 09885   | \u269d  | ⚝     | *nerdfont-09885* *nerdfont-u269d* *nerdfont-⚝*
| 09886   | \u269e  | ⚞     | *nerdfont-09886* *nerdfont-u269e* *nerdfont-⚞*
| 09887   | \u269f  | ⚟     | *nerdfont-09887* *nerdfont-u269f* *nerdfont-⚟*
| 09888   | \u26a0  | ⚠     | *nerdfont-09888* *nerdfont-u26a0* *nerdfont-⚠*
| 09889   | \u26a1  |      ⚡| *nerdfont-09889* *nerdfont-u26a1* *nerdfont-⚡*
| 09890   | \u26a2  | ⚢     | *nerdfont-09890* *nerdfont-u26a2* *nerdfont-⚢*
| 09891   | \u26a3  | ⚣     | *nerdfont-09891* *nerdfont-u26a3* *nerdfont-⚣*
| 09892   | \u26a4  | ⚤     | *nerdfont-09892* *nerdfont-u26a4* *nerdfont-⚤*
| 09893   | \u26a5  | ⚥     | *nerdfont-09893* *nerdfont-u26a5* *nerdfont-⚥*
| 09894   | \u26a6  | ⚦     | *nerdfont-09894* *nerdfont-u26a6* *nerdfont-⚦*
| 09895   | \u26a7  | ⚧     | *nerdfont-09895* *nerdfont-u26a7* *nerdfont-⚧*
| 09896   | \u26a8  | ⚨     | *nerdfont-09896* *nerdfont-u26a8* *nerdfont-⚨*
| 09897   | \u26a9  | ⚩     | *nerdfont-09897* *nerdfont-u26a9* *nerdfont-⚩*
| 09898   | \u26aa  |      ⚪| *nerdfont-09898* *nerdfont-u26aa* *nerdfont-⚪*
| 09899   | \u26ab  |      ⚫| *nerdfont-09899* *nerdfont-u26ab* *nerdfont-⚫*
| 09900   | \u26ac  | ⚬     | *nerdfont-09900* *nerdfont-u26ac* *nerdfont-⚬*
| 09901   | \u26ad  | ⚭     | *nerdfont-09901* *nerdfont-u26ad* *nerdfont-⚭*
| 09902   | \u26ae  | ⚮     | *nerdfont-09902* *nerdfont-u26ae* *nerdfont-⚮*
| 09903   | \u26af  | ⚯     | *nerdfont-09903* *nerdfont-u26af* *nerdfont-⚯*
| 09904   | \u26b0  | ⚰     | *nerdfont-09904* *nerdfont-u26b0* *nerdfont-⚰*
| 09905   | \u26b1  | ⚱     | *nerdfont-09905* *nerdfont-u26b1* *nerdfont-⚱*
| 09906   | \u26b2  | ⚲     | *nerdfont-09906* *nerdfont-u26b2* *nerdfont-⚲*
| 09907   | \u26b3  | ⚳     | *nerdfont-09907* *nerdfont-u26b3* *nerdfont-⚳*
| 09908   | \u26b4  | ⚴     | *nerdfont-09908* *nerdfont-u26b4* *nerdfont-⚴*
| 09909   | \u26b5  | ⚵     | *nerdfont-09909* *nerdfont-u26b5* *nerdfont-⚵*
| 09910   | \u26b6  | ⚶     | *nerdfont-09910* *nerdfont-u26b6* *nerdfont-⚶*
| 09911   | \u26b7  | ⚷     | *nerdfont-09911* *nerdfont-u26b7* *nerdfont-⚷*
| 09912   | \u26b8  | ⚸     | *nerdfont-09912* *nerdfont-u26b8* *nerdfont-⚸*
| 09913   | \u26b9  | ⚹     | *nerdfont-09913* *nerdfont-u26b9* *nerdfont-⚹*
| 09914   | \u26ba  | ⚺     | *nerdfont-09914* *nerdfont-u26ba* *nerdfont-⚺*
| 09915   | \u26bb  | ⚻     | *nerdfont-09915* *nerdfont-u26bb* *nerdfont-⚻*
| 09916   | \u26bc  | ⚼     | *nerdfont-09916* *nerdfont-u26bc* *nerdfont-⚼*
| 09917   | \u26bd  |      ⚽| *nerdfont-09917* *nerdfont-u26bd* *nerdfont-⚽*
| 09918   | \u26be  |      ⚾| *nerdfont-09918* *nerdfont-u26be* *nerdfont-⚾*
| 09919   | \u26bf  | ⚿     | *nerdfont-09919* *nerdfont-u26bf* *nerdfont-⚿*
| 09920   | \u26c0  | ⛀     | *nerdfont-09920* *nerdfont-u26c0* *nerdfont-⛀*
| 09921   | \u26c1  | ⛁     | *nerdfont-09921* *nerdfont-u26c1* *nerdfont-⛁*
| 09922   | \u26c2  | ⛂     | *nerdfont-09922* *nerdfont-u26c2* *nerdfont-⛂*
| 09923   | \u26c3  | ⛃     | *nerdfont-09923* *nerdfont-u26c3* *nerdfont-⛃*
| 09924   | \u26c4  |      ⛄| *nerdfont-09924* *nerdfont-u26c4* *nerdfont-⛄*
| 09925   | \u26c5  |      ⛅| *nerdfont-09925* *nerdfont-u26c5* *nerdfont-⛅*
| 09926   | \u26c6  | ⛆     | *nerdfont-09926* *nerdfont-u26c6* *nerdfont-⛆*
| 09927   | \u26c7  | ⛇     | *nerdfont-09927* *nerdfont-u26c7* *nerdfont-⛇*
| 09928   | \u26c8  | ⛈     | *nerdfont-09928* *nerdfont-u26c8* *nerdfont-⛈*
| 09929   | \u26c9  | ⛉     | *nerdfont-09929* *nerdfont-u26c9* *nerdfont-⛉*
| 09930   | \u26ca  | ⛊     | *nerdfont-09930* *nerdfont-u26ca* *nerdfont-⛊*
| 09931   | \u26cb  | ⛋     | *nerdfont-09931* *nerdfont-u26cb* *nerdfont-⛋*
| 09932   | \u26cc  | ⛌     | *nerdfont-09932* *nerdfont-u26cc* *nerdfont-⛌*
| 09933   | \u26cd  | ⛍     | *nerdfont-09933* *nerdfont-u26cd* *nerdfont-⛍*
| 09934   | \u26ce  |      ⛎| *nerdfont-09934* *nerdfont-u26ce* *nerdfont-⛎*
| 09935   | \u26cf  | ⛏     | *nerdfont-09935* *nerdfont-u26cf* *nerdfont-⛏*
| 09936   | \u26d0  | ⛐     | *nerdfont-09936* *nerdfont-u26d0* *nerdfont-⛐*
| 09937   | \u26d1  | ⛑     | *nerdfont-09937* *nerdfont-u26d1* *nerdfont-⛑*
| 09938   | \u26d2  | ⛒     | *nerdfont-09938* *nerdfont-u26d2* *nerdfont-⛒*
| 09939   | \u26d3  | ⛓     | *nerdfont-09939* *nerdfont-u26d3* *nerdfont-⛓*
| 09940   | \u26d4  |      ⛔| *nerdfont-09940* *nerdfont-u26d4* *nerdfont-⛔*
| 09941   | \u26d5  | ⛕     | *nerdfont-09941* *nerdfont-u26d5* *nerdfont-⛕*
| 09942   | \u26d6  | ⛖     | *nerdfont-09942* *nerdfont-u26d6* *nerdfont-⛖*
| 09943   | \u26d7  | ⛗     | *nerdfont-09943* *nerdfont-u26d7* *nerdfont-⛗*
| 09944   | \u26d8  | ⛘     | *nerdfont-09944* *nerdfont-u26d8* *nerdfont-⛘*
| 09945   | \u26d9  | ⛙     | *nerdfont-09945* *nerdfont-u26d9* *nerdfont-⛙*
| 09946   | \u26da  | ⛚     | *nerdfont-09946* *nerdfont-u26da* *nerdfont-⛚*
| 09947   | \u26db  | ⛛     | *nerdfont-09947* *nerdfont-u26db* *nerdfont-⛛*
| 09948   | \u26dc  | ⛜     | *nerdfont-09948* *nerdfont-u26dc* *nerdfont-⛜*
| 09949   | \u26dd  | ⛝     | *nerdfont-09949* *nerdfont-u26dd* *nerdfont-⛝*
| 09950   | \u26de  | ⛞     | *nerdfont-09950* *nerdfont-u26de* *nerdfont-⛞*
| 09951   | \u26df  | ⛟     | *nerdfont-09951* *nerdfont-u26df* *nerdfont-⛟*
| 09952   | \u26e0  | ⛠     | *nerdfont-09952* *nerdfont-u26e0* *nerdfont-⛠*
| 09953   | \u26e1  | ⛡     | *nerdfont-09953* *nerdfont-u26e1* *nerdfont-⛡*
| 09954   | \u26e2  | ⛢     | *nerdfont-09954* *nerdfont-u26e2* *nerdfont-⛢*
| 09955   | \u26e3  | ⛣     | *nerdfont-09955* *nerdfont-u26e3* *nerdfont-⛣*
| 09956   | \u26e4  | ⛤     | *nerdfont-09956* *nerdfont-u26e4* *nerdfont-⛤*
| 09957   | \u26e5  | ⛥     | *nerdfont-09957* *nerdfont-u26e5* *nerdfont-⛥*
| 09958   | \u26e6  | ⛦     | *nerdfont-09958* *nerdfont-u26e6* *nerdfont-⛦*
| 09959   | \u26e7  | ⛧     | *nerdfont-09959* *nerdfont-u26e7* *nerdfont-⛧*
| 09960   | \u26e8  | ⛨     | *nerdfont-09960* *nerdfont-u26e8* *nerdfont-⛨*
| 09961   | \u26e9  | ⛩     | *nerdfont-09961* *nerdfont-u26e9* *nerdfont-⛩*
| 09962   | \u26ea  |      ⛪| *nerdfont-09962* *nerdfont-u26ea* *nerdfont-⛪*
| 09963   | \u26eb  | ⛫     | *nerdfont-09963* *nerdfont-u26eb* *nerdfont-⛫*
| 09964   | \u26ec  | ⛬     | *nerdfont-09964* *nerdfont-u26ec* *nerdfont-⛬*
| 09965   | \u26ed  | ⛭     | *nerdfont-09965* *nerdfont-u26ed* *nerdfont-⛭*
| 09966   | \u26ee  | ⛮     | *nerdfont-09966* *nerdfont-u26ee* *nerdfont-⛮*
| 09967   | \u26ef  | ⛯     | *nerdfont-09967* *nerdfont-u26ef* *nerdfont-⛯*
| 09968   | \u26f0  | ⛰     | *nerdfont-09968* *nerdfont-u26f0* *nerdfont-⛰*
| 09969   | \u26f1  | ⛱     | *nerdfont-09969* *nerdfont-u26f1* *nerdfont-⛱*
| 09970   | \u26f2  |      ⛲| *nerdfont-09970* *nerdfont-u26f2* *nerdfont-⛲*
| 09971   | \u26f3  |      ⛳| *nerdfont-09971* *nerdfont-u26f3* *nerdfont-⛳*
| 09972   | \u26f4  | ⛴     | *nerdfont-09972* *nerdfont-u26f4* *nerdfont-⛴*
| 09973   | \u26f5  |      ⛵| *nerdfont-09973* *nerdfont-u26f5* *nerdfont-⛵*
| 09974   | \u26f6  | ⛶     | *nerdfont-09974* *nerdfont-u26f6* *nerdfont-⛶*
| 09975   | \u26f7  | ⛷     | *nerdfont-09975* *nerdfont-u26f7* *nerdfont-⛷*
| 09976   | \u26f8  | ⛸     | *nerdfont-09976* *nerdfont-u26f8* *nerdfont-⛸*
| 09977   | \u26f9  | ⛹     | *nerdfont-09977* *nerdfont-u26f9* *nerdfont-⛹*
| 09978   | \u26fa  |      ⛺| *nerdfont-09978* *nerdfont-u26fa* *nerdfont-⛺*
| 09979   | \u26fb  | ⛻     | *nerdfont-09979* *nerdfont-u26fb* *nerdfont-⛻*
| 09980   | \u26fc  | ⛼     | *nerdfont-09980* *nerdfont-u26fc* *nerdfont-⛼*
| 09981   | \u26fd  |      ⛽| *nerdfont-09981* *nerdfont-u26fd* *nerdfont-⛽*
| 09982   | \u26fe  | ⛾     | *nerdfont-09982* *nerdfont-u26fe* *nerdfont-⛾*
| 09983   | \u26ff  | ⛿     | *nerdfont-09983* *nerdfont-u26ff* *nerdfont-⛿*
| 09984   | \u2700  | ✀     | *nerdfont-09984* *nerdfont-u2700* *nerdfont-✀*
| 09985   | \u2701  | ✁     | *nerdfont-09985* *nerdfont-u2701* *nerdfont-✁*
| 09986   | \u2702  | ✂     | *nerdfont-09986* *nerdfont-u2702* *nerdfont-✂*
| 09987   | \u2703  | ✃     | *nerdfont-09987* *nerdfont-u2703* *nerdfont-✃*
| 09988   | \u2704  | ✄     | *nerdfont-09988* *nerdfont-u2704* *nerdfont-✄*
| 09989   | \u2705  |      ✅| *nerdfont-09989* *nerdfont-u2705* *nerdfont-✅*
| 09990   | \u2706  | ✆     | *nerdfont-09990* *nerdfont-u2706* *nerdfont-✆*
| 09991   | \u2707  | ✇     | *nerdfont-09991* *nerdfont-u2707* *nerdfont-✇*
| 09992   | \u2708  | ✈     | *nerdfont-09992* *nerdfont-u2708* *nerdfont-✈*
| 09993   | \u2709  | ✉     | *nerdfont-09993* *nerdfont-u2709* *nerdfont-✉*
| 09994   | \u270a  |      ✊| *nerdfont-09994* *nerdfont-u270a* *nerdfont-✊*
| 09995   | \u270b  |      ✋| *nerdfont-09995* *nerdfont-u270b* *nerdfont-✋*
| 09996   | \u270c  | ✌     | *nerdfont-09996* *nerdfont-u270c* *nerdfont-✌*
| 09997   | \u270d  | ✍     | *nerdfont-09997* *nerdfont-u270d* *nerdfont-✍*
| 09998   | \u270e  | ✎     | *nerdfont-09998* *nerdfont-u270e* *nerdfont-✎*
| 09999   | \u270f  | ✏     | *nerdfont-09999* *nerdfont-u270f* *nerdfont-✏*
| 10000   | \u2710  | ✐     | *nerdfont-10000* *nerdfont-u2710* *nerdfont-✐*
| 10001   | \u2711  | ✑     | *nerdfont-10001* *nerdfont-u2711* *nerdfont-✑*
| 10002   | \u2712  | ✒     | *nerdfont-10002* *nerdfont-u2712* *nerdfont-✒*
| 10003   | \u2713  | ✓     | *nerdfont-10003* *nerdfont-u2713* *nerdfont-✓*
| 10004   | \u2714  | ✔     | *nerdfont-10004* *nerdfont-u2714* *nerdfont-✔*
| 10005   | \u2715  | ✕     | *nerdfont-10005* *nerdfont-u2715* *nerdfont-✕*
| 10006   | \u2716  | ✖     | *nerdfont-10006* *nerdfont-u2716* *nerdfont-✖*
| 10007   | \u2717  | ✗     | *nerdfont-10007* *nerdfont-u2717* *nerdfont-✗*
| 10008   | \u2718  | ✘     | *nerdfont-10008* *nerdfont-u2718* *nerdfont-✘*
| 10009   | \u2719  | ✙     | *nerdfont-10009* *nerdfont-u2719* *nerdfont-✙*
| 10010   | \u271a  | ✚     | *nerdfont-10010* *nerdfont-u271a* *nerdfont-✚*
| 10011   | \u271b  | ✛     | *nerdfont-10011* *nerdfont-u271b* *nerdfont-✛*
| 10012   | \u271c  | ✜     | *nerdfont-10012* *nerdfont-u271c* *nerdfont-✜*
| 10013   | \u271d  | ✝     | *nerdfont-10013* *nerdfont-u271d* *nerdfont-✝*
| 10014   | \u271e  | ✞     | *nerdfont-10014* *nerdfont-u271e* *nerdfont-✞*
| 10015   | \u271f  | ✟     | *nerdfont-10015* *nerdfont-u271f* *nerdfont-✟*
| 10016   | \u2720  | ✠     | *nerdfont-10016* *nerdfont-u2720* *nerdfont-✠*
| 10017   | \u2721  | ✡     | *nerdfont-10017* *nerdfont-u2721* *nerdfont-✡*
| 10018   | \u2722  | ✢     | *nerdfont-10018* *nerdfont-u2722* *nerdfont-✢*
| 10019   | \u2723  | ✣     | *nerdfont-10019* *nerdfont-u2723* *nerdfont-✣*
| 10020   | \u2724  | ✤     | *nerdfont-10020* *nerdfont-u2724* *nerdfont-✤*
| 10021   | \u2725  | ✥     | *nerdfont-10021* *nerdfont-u2725* *nerdfont-✥*
| 10022   | \u2726  | ✦     | *nerdfont-10022* *nerdfont-u2726* *nerdfont-✦*
| 10023   | \u2727  | ✧     | *nerdfont-10023* *nerdfont-u2727* *nerdfont-✧*
| 10024   | \u2728  |      ✨| *nerdfont-10024* *nerdfont-u2728* *nerdfont-✨*
| 10025   | \u2729  | ✩     | *nerdfont-10025* *nerdfont-u2729* *nerdfont-✩*
| 10026   | \u272a  | ✪     | *nerdfont-10026* *nerdfont-u272a* *nerdfont-✪*
| 10027   | \u272b  | ✫     | *nerdfont-10027* *nerdfont-u272b* *nerdfont-✫*
| 10028   | \u272c  | ✬     | *nerdfont-10028* *nerdfont-u272c* *nerdfont-✬*
| 10029   | \u272d  | ✭     | *nerdfont-10029* *nerdfont-u272d* *nerdfont-✭*
| 10030   | \u272e  | ✮     | *nerdfont-10030* *nerdfont-u272e* *nerdfont-✮*
| 10031   | \u272f  | ✯     | *nerdfont-10031* *nerdfont-u272f* *nerdfont-✯*
| 10032   | \u2730  | ✰     | *nerdfont-10032* *nerdfont-u2730* *nerdfont-✰*
| 10033   | \u2731  | ✱     | *nerdfont-10033* *nerdfont-u2731* *nerdfont-✱*
| 10034   | \u2732  | ✲     | *nerdfont-10034* *nerdfont-u2732* *nerdfont-✲*
| 10035   | \u2733  | ✳     | *nerdfont-10035* *nerdfont-u2733* *nerdfont-✳*
| 10036   | \u2734  | ✴     | *nerdfont-10036* *nerdfont-u2734* *nerdfont-✴*
| 10037   | \u2735  | ✵     | *nerdfont-10037* *nerdfont-u2735* *nerdfont-✵*
| 10038   | \u2736  | ✶     | *nerdfont-10038* *nerdfont-u2736* *nerdfont-✶*
| 10039   | \u2737  | ✷     | *nerdfont-10039* *nerdfont-u2737* *nerdfont-✷*
| 10040   | \u2738  | ✸     | *nerdfont-10040* *nerdfont-u2738* *nerdfont-✸*
| 10041   | \u2739  | ✹     | *nerdfont-10041* *nerdfont-u2739* *nerdfont-✹*
| 10042   | \u273a  | ✺     | *nerdfont-10042* *nerdfont-u273a* *nerdfont-✺*
| 10043   | \u273b  | ✻     | *nerdfont-10043* *nerdfont-u273b* *nerdfont-✻*
| 10044   | \u273c  | ✼     | *nerdfont-10044* *nerdfont-u273c* *nerdfont-✼*
| 10045   | \u273d  | ✽     | *nerdfont-10045* *nerdfont-u273d* *nerdfont-✽*
| 10046   | \u273e  | ✾     | *nerdfont-10046* *nerdfont-u273e* *nerdfont-✾*
| 10047   | \u273f  | ✿     | *nerdfont-10047* *nerdfont-u273f* *nerdfont-✿*
| 10048   | \u2740  | ❀     | *nerdfont-10048* *nerdfont-u2740* *nerdfont-❀*
| 10049   | \u2741  | ❁     | *nerdfont-10049* *nerdfont-u2741* *nerdfont-❁*
| 10050   | \u2742  | ❂     | *nerdfont-10050* *nerdfont-u2742* *nerdfont-❂*
| 10051   | \u2743  | ❃     | *nerdfont-10051* *nerdfont-u2743* *nerdfont-❃*
| 10052   | \u2744  | ❄     | *nerdfont-10052* *nerdfont-u2744* *nerdfont-❄*
| 10053   | \u2745  | ❅     | *nerdfont-10053* *nerdfont-u2745* *nerdfont-❅*
| 10054   | \u2746  | ❆     | *nerdfont-10054* *nerdfont-u2746* *nerdfont-❆*
| 10055   | \u2747  | ❇     | *nerdfont-10055* *nerdfont-u2747* *nerdfont-❇*
| 10056   | \u2748  | ❈     | *nerdfont-10056* *nerdfont-u2748* *nerdfont-❈*
| 10057   | \u2749  | ❉     | *nerdfont-10057* *nerdfont-u2749* *nerdfont-❉*
| 10058   | \u274a  | ❊     | *nerdfont-10058* *nerdfont-u274a* *nerdfont-❊*
| 10059   | \u274b  | ❋     | *nerdfont-10059* *nerdfont-u274b* *nerdfont-❋*
| 10060   | \u274c  |      ❌| *nerdfont-10060* *nerdfont-u274c* *nerdfont-❌*
| 10061   | \u274d  | ❍     | *nerdfont-10061* *nerdfont-u274d* *nerdfont-❍*
| 10062   | \u274e  |      ❎| *nerdfont-10062* *nerdfont-u274e* *nerdfont-❎*
| 10063   | \u274f  | ❏     | *nerdfont-10063* *nerdfont-u274f* *nerdfont-❏*
| 10064   | \u2750  | ❐     | *nerdfont-10064* *nerdfont-u2750* *nerdfont-❐*
| 10065   | \u2751  | ❑     | *nerdfont-10065* *nerdfont-u2751* *nerdfont-❑*
| 10066   | \u2752  | ❒     | *nerdfont-10066* *nerdfont-u2752* *nerdfont-❒*
| 10067   | \u2753  |      ❓| *nerdfont-10067* *nerdfont-u2753* *nerdfont-❓*
| 10068   | \u2754  |      ❔| *nerdfont-10068* *nerdfont-u2754* *nerdfont-❔*
| 10069   | \u2755  |      ❕| *nerdfont-10069* *nerdfont-u2755* *nerdfont-❕*
| 10070   | \u2756  | ❖     | *nerdfont-10070* *nerdfont-u2756* *nerdfont-❖*
| 10071   | \u2757  |      ❗| *nerdfont-10071* *nerdfont-u2757* *nerdfont-❗*
| 10072   | \u2758  | ❘     | *nerdfont-10072* *nerdfont-u2758* *nerdfont-❘*
| 10073   | \u2759  | ❙     | *nerdfont-10073* *nerdfont-u2759* *nerdfont-❙*
| 10074   | \u275a  | ❚     | *nerdfont-10074* *nerdfont-u275a* *nerdfont-❚*
